,sahm,indpro,sp500,tr10,t10yff,unrate,recession
719,-0.27,101.1948,4766.18,1.4649999999999999,1.3854545454545455,0.039,0
720,-0.2,101.2146,4515.55,1.764,1.684,0.04,0
721,-0.13,101.8458,4373.94,1.9342105263157894,1.8542105263157893,0.038,0
722,-0.1,102.6732,4530.41,2.1278260869565218,1.9282608695652175,0.036000000000000004,0
723,-0.13,102.9024,4131.93,2.7475,2.4175,0.037000000000000005,0
724,-0.07,102.9659,4132.15,2.8980952380952383,2.1395238095238094,0.036000000000000004,0
725,0.0,102.8224,3785.38,3.1433333333333335,1.956190476190476,0.036000000000000004,0
726,-0.03,103.0505,4130.29,2.896,1.2414999999999998,0.035,0
727,0.03,103.1703,3955.0,2.8978260869565218,0.5678260869565218,0.036000000000000004,0
728,0.0,103.5326,3585.62,3.5190476190476194,0.939047619047619,0.035,0
729,0.07,103.4442,3871.98,3.9835000000000003,0.9035,0.036000000000000004,0
730,0.07,103.1058,4080.11,3.8909999999999996,0.136,0.036000000000000004,0
731,0.03,101.8266,3839.5,3.616190476190476,-0.4757142857142857,0.035,0
732,-0.07,102.7476,4076.6,3.5315,-0.7985,0.034,0
733,0.0,102.8003,3970.15,3.7468421052631578,-0.8184210526315789,0.036000000000000004,0
734,0.0,102.8143,4109.31,3.6630434782608696,-0.99,0.035,0
735,0.0,103.2241,4169.48,3.46,-1.3699999999999999,0.034,0
736,0.03,102.9809,4179.83,3.5736363636363637,-1.4722727272727274,0.037000000000000005,0
737,0.07,102.3809,4450.38,3.7480952380952384,-1.3276190476190475,0.036000000000000004,0
738,0.1,103.0722,4588.96,3.8994999999999997,-1.2175,0.035,0
739,0.13,103.0951,4507.66,4.167826086956522,-1.1621739130434783,0.038,0
740,0.2,103.3081,4288.05,4.379,-0.951,0.038,0
741,0.33,102.5781,4193.8,4.798095238095239,-0.5319047619047619,0.038,0
742,0.3,102.8868,4567.8,4.502857142857143,-0.8271428571428572,0.037000000000000005,0
743,0.23,102.6309,4769.83,4.0200000000000005,-1.31,0.037000000000000005,0
744,0.2,101.483,4845.65,4.058095238095238,-1.2719047619047619,0.037000000000000005,0
745,0.27,102.7267,5096.27,4.2075000000000005,-1.1225,0.039,0
746,0.3,102.5186,5254.35,4.2085,-1.1215,0.038,0
747,0.37,102.4479,5035.69,4.539090909090909,-0.7909090909090909,0.039,0
748,0.37,103.2156,5277.51,4.482272727272727,-0.8477272727272727,0.04,0
749,0.43,103.2798,5460.48,4.3052631578947365,-1.0247368421052632,0.040999999999999995,0
750,0.53,102.3058,5522.3,4.248636363636364,-1.0813636363636363,0.043,0
751,0.57,103.1389,5591.96,3.8689999999999998,-1.4609999999999999,0.042,0
