,sahm,indpro,sp500,tr10,t10yff,unrate,pcepi,recession,date
1,-0.17,0.01622891611678684,0.01613867880706258,-0.04373737373737363,1.6505555555555556,0.055,0.041999999999999815,0,1962-02-01
2,-0.17,0.005350309935429743,-0.005877731780949367,-0.10898989898989919,1.0781818181818181,0.055999999999999994,0.021000000000000796,0,1962-03-01
3,-0.1,0.00212975731079564,-0.06397314061663878,-0.08745454545454523,1.043,0.055999999999999994,0.017999999999998906,0,1962-04-01
4,-0.07,-0.001066294687702188,-0.08991397461779842,0.030636363636363573,1.4418181818181817,0.055,0.010000000000001563,0,1962-05-01
5,0.0,-0.002132031894763408,-0.08538143443840437,0.03541125541125556,1.2066666666666666,0.055,0.009999999999999787,0,1962-06-01
6,-0.07,0.00956839114902623,0.0616233171524183,0.10523809523809513,1.3238095238095238,0.054000000000000006,-0.009000000000000341,0,1962-07-01
7,0.13,0.001058398926300961,0.015168590790917837,-0.03863354037267097,1.0299999999999998,0.057,0.022999999999999687,0,1962-08-01
8,0.23,0.006323068830808216,-0.04940774319475868,0.0032951945080088585,1.0842105263157895,0.055999999999999994,0.0779999999999994,0,1962-09-01
9,0.3,0.0010506192393891346,0.004433024371139099,-0.053492822966506814,1.0154545454545454,0.054000000000000006,-0.016000000000000014,0,1962-10-01
10,0.3,0.004187586340783636,0.09672460719713537,-0.009665071770334599,0.9736842105263158,0.057,0.011000000000001009,0,1962-11-01
11,0.07,0.0,0.013401604533705418,-0.05128947368421022,0.9489473684210527,0.055,-0.006000000000000227,0,1962-12-01
12,0.23,0.007285378839078962,0.04795969339579499,-0.030863636363636537,0.9409090909090909,0.057,0.0389999999999997,0,1963-01-01
13,0.33,0.011350458952861308,-0.029276364789367182,0.08747474747474726,0.921111111111111,0.059000000000000004,0.01699999999999946,0,1963-02-01
14,0.37,0.006131768129890627,0.034849927459016675,0.007460317460317167,0.951904761904762,0.057,-0.012999999999998124,0,1963-03-01
15,0.33,0.0091352415144456,0.04737998415571453,0.04238095238095241,1.1014285714285714,0.057,-0.0010000000000012221,0,1963-04-01
16,0.27,0.012045750872835246,0.01422499093134726,-0.04095238095238063,0.93,0.059000000000000004,0.0259999999999998,0,1963-05-01
17,0.3,0.0029916778106146087,-0.02040450330246404,0.06299999999999972,1.0055,0.055999999999999994,0.03500000000000014,0,1963-06-01
18,0.27,-0.003990895977742702,-0.0034657074400364723,0.02745454545454562,1.0540909090909092,0.055999999999999994,0.03200000000000003,0,1963-07-01
19,0.07,0.001997438893888212,0.0475977719034556,-0.01818181818181852,0.5186363636363637,0.054000000000000006,0.021999999999998465,0,1963-08-01
20,0.03,0.00992043801970826,-0.01109581425505435,0.0752272727272727,0.6085,0.055,-0.0030000000000001137,0,1963-09-01
21,0.0,0.006887669364506226,0.03170947160380036,0.028586956521738927,0.6113043478260869,0.055,0.03100000000000236,0,1963-10-01
22,0.13,0.004889842964978597,-0.010595046136396625,0.015677749360614612,0.6511764705882354,0.057,0.022999999999999687,0,1963-11-01
23,0.13,-0.0019545234534406484,0.0241495715807627,0.006806722689075784,0.800952380952381,0.055,0.02400000000000091,0,1963-12-01
24,0.13,0.008758218109406081,0.026570022836129054,0.038246753246752974,0.6781818181818182,0.055999999999999994,0.03399999999999892,0,1964-01-01
25,-0.03,0.006761297537822853,0.009816663694475675,-0.021262626262625872,0.6733333333333333,0.054000000000000006,0.022999999999999687,0,1964-02-01
26,-0.03,0.0,0.015053224674157468,0.07396825396825335,0.8261904761904763,0.054000000000000006,0.010000000000001563,0,1964-03-01
27,-0.07,0.01623043271202617,0.006059094527949454,0.012748917748917954,0.7768181818181819,0.053,0.011999999999996902,0,1964-04-01
28,-0.1,0.005666274919579765,0.011387221838174219,-0.03227272727272723,0.706,0.051,0.0020000000000024443,0,1964-05-01
29,-0.03,0.0028193962225273052,0.016290623129150757,-0.02999999999999936,0.67,0.052000000000000005,0.022999999999999687,0,1964-06-01
30,-0.17,0.006552469121725195,0.018075338960987862,0.01590909090909065,0.7995454545454546,0.049,0.021000000000000796,0,1964-07-01
31,0.0,0.006506365858687527,-0.016363009775475404,0.007900432900433074,0.6938095238095238,0.05,0.012000000000000455,0,1964-08-01
32,-0.03,0.003702930437577035,0.028313438803134347,0.009999999999998899,0.7752380952380953,0.051,0.02499999999999858,0,1964-09-01
33,0.1,-0.013946812576664204,0.008045476431754194,-0.015714285714285126,0.8961904761904762,0.051,0.00999999999999801,0,1964-10-01
34,0.07,0.030428867789319854,-0.005198499419826128,-0.035317460317460636,0.6377777777777778,0.048,0.02300000000000324,0,1964-11-01
35,-0.03,0.011739964098462667,0.003901405906206958,0.026767676767676996,0.3727272727272727,0.05,0.023999999999997357,0,1964-12-01
36,-0.13,0.010712092720052092,0.032618526394102565,0.009954545454545993,0.3395,0.049,0.018000000000000682,0,1965-01-01
37,0.03,0.006198598324025174,-0.0014857994618625412,0.02161111111111058,0.25222222222222224,0.051,0.0070000000000014495,0,1965-02-01
38,-0.07,0.013151946893902082,-0.014632440344666634,-0.000676328502415835,0.1708695652173913,0.047,0.020999999999997243,0,1965-03-01
39,0.03,0.004345822536969479,0.03366552877649544,-0.006625258799171974,0.11714285714285715,0.048,0.026000000000003354,0,1965-04-01
40,-0.1,0.007774561930077584,-0.007773373226531277,0.007690476190476581,0.127,0.046,0.036999999999999034,0,1965-05-01
41,0.0,0.007717761005817449,-0.0498538375635981,0.0016818181818187838,0.19772727272727275,0.046,0.047999999999998266,0,1965-06-01
42,-0.13,0.00935019183473215,0.013343765329127103,-0.008419913419913883,0.13,0.044000000000000004,0.012000000000000455,0,1965-07-01
43,-0.03,0.004221072023673456,0.022272118859858445,0.04751082251082206,0.1340909090909091,0.044000000000000004,0.004000000000001336,0,1965-08-01
